"row_unique","Reference_ID","Data_ID","Environmental_condition","General_response","Response","Specific_response","Environmental_metric","General_Disease","Disease","Pathogen","Transmission","Transmission_type","Pathogen_genus","vector","Principal_reservoir","Specific_scale","General_Stats_Method","Statistical_method","N.value","temp_altered","Type","Linear_Nonlinear","R.squared","Value","Lower","Upper","Error","Std._error","P.value_general","P.value_specific","Direction","Direction_statement","DOI","Continent","Country","Location","Latitude_","Longitude","Study_period","Date_published","Dummy","lag_period_months","Notes","Journal","Journal_5yr_Impact","measure","n_method","es","se","weight","sample.size","var","ci.lo","ci.hi","X","Y","bio1.1981.2010","bio12.1981.2010","bio1.2041.2070.gfdl.ssp126","bio12.2041.2070.gfdl.ssp126","bio1.2041.2070.gfdl.ssp370","bio12.2041.2070.gfdl.ssp370","bio1.2041.2070.gfdl.ssp585","bio12.2041.2070.gfdl.ssp585","bio1.2041.2070.ipsl.ssp126","bio12.2041.2070.ipsl.ssp126","bio1.2041.2070.ipsl.ssp370","bio12.2041.2070.ipsl.ssp370","bio1.2041.2070.ipsl.ssp585","bio12.2041.2070.ipsl.ssp585","bio1.2041.2070.mpi.ssp126","bio12.2041.2070.mpi.ssp126","bio1.2041.2070.mpi.ssp370","bio12.2041.2070.mpi.ssp370","bio1.2041.2070.mpi.ssp585","bio12.2041.2070.mpi.ssp585","bio1.2041.2070.mri.ssp126","bio12.2041.2070.mri.ssp126","bio1.2041.2070.mri.ssp370","bio12.2041.2070.mri.ssp370","bio1.2041.2070.mri.ssp585","bio12.2041.2070.mri.ssp585","bio1.2041.2070.ukesm1.ssp126","bio12.2041.2070.ukesm1.ssp126","bio1.2041.2070.ukesm1.ssp370","bio12.2041.2070.ukesm1.ssp370","bio1.2041.2070.ukesm1.ssp585","bio12.2041.2070.ukesm1.ssp585","bio1.diff.gfdl.ssp126","bio1.diff.gfdl.ssp370","bio1.diff.gfdl.ssp585","bio1.diff.ipsl.ssp126","bio1.diff.ipsl.ssp370","bio1.diff.ipsl.ssp585","bio1.diff.mpi.ssp126","bio1.diff.mpi.ssp370","bio1.diff.mpi.ssp585","bio1.diff.mri.ssp126","bio1.diff.mri.ssp370","bio1.diff.mri.ssp585","bio1.diff.ukesm1.ssp126","bio1.diff.ukesm1.ssp370","bio1.diff.ukesm1.ssp585","bio12.diff.gfdl.ssp126","bio12.diff.gfdl.ssp370","bio12.diff.gfdl.ssp585","bio12.diff.ipsl.ssp126","bio12.diff.ipsl.ssp370","bio12.diff.ipsl.ssp585","bio12.diff.mpi.ssp126","bio12.diff.mpi.ssp370","bio12.diff.mpi.ssp585","bio12.diff.mri.ssp126","bio12.diff.mri.ssp370","bio12.diff.mri.ssp585","bio12.diff.ukesm1.ssp126","bio12.diff.ukesm1.ssp370","bio12.diff.ukesm1.ssp585","bio1.positive.prop","bio1.negative.prop","bio12.positive.prop","bio12.negative.prop","bio1.greater_than_2","bio1.greater_than_15","bio1.greater_than_1","bio1.greater_than_05","bio1.less_than_05","bio1.less_than_1","bio1.less_than_15","bio1.less_than_2","bio12.greater_than_100","bio12.greater_than_50","bio12.greater_than_25","bio12.less_than_minus_100","bio12.less_than_minus_50","bio12.less_than_minus_25","bio12.between_minus_50_and_50","bio12.between_minus_100_and_100","bio12.between_minus_25_and_25","bio1_most_frequent_2","bio1_most_frequent_15","bio1_most_frequent_1","bio1_most_frequent_05","bio12_most_frequent_100cat","bio12_most_frequent_50cat","bio12_most_frequent_25cat","es_cat"
"R260","114","X430","Humidity","Human disease incidence","Cases","Cases","Monthly relative","Hantaviral diseases","Hantavirus pulmonary syndrome","Virus","Z","Non-vectored","Hantavirus",NA,"Rodents","1","Correlation","Cross-correlation analysis",144,NA,"Correlation coefficient","Linear",NA,-0.311,NA,NA,NA,NA,"<0.05",NA,"decrease","Results","10.1371/journal.pntd.0002779","South America","Chile",NA,NA,NA,"2001-2012",2014,1,1,"N-value is number of months of study","PLOS neglected tropical diseases",4.548,NA,62,-0.650991732283739,0.1762810089843,NA,144,0.0310749941285227,-0.996502509892966,-0.305480954674512,-71.543,-35.675,14.15,1581.9,14.85,1521.7,15.65,1253.5,15.7500000000001,1340.3,15.2500000000001,1500.1,16.05,1391.8,16.2500000000001,1466.5,14.85,1620.1,15.7500000000001,1416,15.7500000000001,1369.5,14.95,1475.8,15.7500000000001,1436.5,16.15,1263.7,16.05,1333.9,17.05,1421.4,17.35,1380.2,0.699999999999999,1.5,1.6000000000001,1.1000000000001,1.9,2.1000000000001,0.699999999999999,1.6000000000001,1.6000000000001,0.799999999999999,1.6000000000001,2,1.9,2.9,3.2,-60.2,-328.4,-241.6,-81.8000000000002,-190.1,-115.4,38.1999999999998,-165.9,-212.4,-106.1,-145.4,-318.2,-248,-160.5,-201.7,15,0,1,14,3,10,12,15,0,3,5,12,0,0,1,12,14,14,1,3,0,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","bio12 < -100","bio12 < -50","bio12 < -25","Negative effect (g < -0.2)"
"R258","114","X428","Temperature","Human disease incidence","Cases","Cases","Monthly mean maximum","Hantaviral diseases","Hantavirus pulmonary syndrome","Virus","Z","Non-vectored","Hantavirus",NA,"Rodents","1","Correlation","Cross-correlation analysis",144,NA,"Correlation coefficient","Linear",NA,-0.187,NA,NA,NA,NA,"<0.05",NA,"decrease","Results","10.1371/journal.pntd.0002779","South America","Chile",NA,NA,NA,"2001-2012",2014,1,4,"N-value is number of months of study","PLOS neglected tropical diseases",4.548,NA,62,-0.378701491013186,0.170547694207224,NA,144,0.0290865159994009,-0.712974971659345,-0.0444280103670261,-71.543,-35.675,14.15,1581.9,14.85,1521.7,15.65,1253.5,15.7500000000001,1340.3,15.2500000000001,1500.1,16.05,1391.8,16.2500000000001,1466.5,14.85,1620.1,15.7500000000001,1416,15.7500000000001,1369.5,14.95,1475.8,15.7500000000001,1436.5,16.15,1263.7,16.05,1333.9,17.05,1421.4,17.35,1380.2,0.699999999999999,1.5,1.6000000000001,1.1000000000001,1.9,2.1000000000001,0.699999999999999,1.6000000000001,1.6000000000001,0.799999999999999,1.6000000000001,2,1.9,2.9,3.2,-60.2,-328.4,-241.6,-81.8000000000002,-190.1,-115.4,38.1999999999998,-165.9,-212.4,-106.1,-145.4,-318.2,-248,-160.5,-201.7,15,0,1,14,3,10,12,15,0,3,5,12,0,0,1,12,14,14,1,3,0,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","bio12 < -100","bio12 < -50","bio12 < -25","Negative effect (g < -0.2)"
"R259","114","X429","Precipitation","Human disease incidence","Cases","Cases","Monthly total","Hantaviral diseases","Hantavirus pulmonary syndrome","Virus","Z","Non-vectored","Hantavirus",NA,"Rodents","1","Correlation","Cross-correlation analysis",144,NA,"Correlation coefficient","Linear",0.493,0.175,NA,NA,NA,NA,"<0.05",NA,"increase","Results","10.1371/journal.pntd.0002779","South America","Chile",NA,NA,NA,"2001-2012",2014,1,1,"N-value is number of months of study","PLOS neglected tropical diseases",4.548,NA,62,0.353604824556951,0.1701651327423,NA,144,0.0289561724012047,0.0200811643820422,0.68712848473186,-71.543,-35.675,14.15,1581.9,14.85,1521.7,15.65,1253.5,15.7500000000001,1340.3,15.2500000000001,1500.1,16.05,1391.8,16.2500000000001,1466.5,14.85,1620.1,15.7500000000001,1416,15.7500000000001,1369.5,14.95,1475.8,15.7500000000001,1436.5,16.15,1263.7,16.05,1333.9,17.05,1421.4,17.35,1380.2,0.699999999999999,1.5,1.6000000000001,1.1000000000001,1.9,2.1000000000001,0.699999999999999,1.6000000000001,1.6000000000001,0.799999999999999,1.6000000000001,2,1.9,2.9,3.2,-60.2,-328.4,-241.6,-81.8000000000002,-190.1,-115.4,38.1999999999998,-165.9,-212.4,-106.1,-145.4,-318.2,-248,-160.5,-201.7,15,0,1,14,3,10,12,15,0,3,5,12,0,0,1,12,14,14,1,3,0,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","bio12 < -100","bio12 < -50","bio12 < -25","Positive effect (g > 0.2)"
"R369","142","X552","Humidity","Human disease incidence","Cases","Cases",NA,"Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","GL(M)M","Univariate Poisson regression",108,NA,"Incidence rate ratio","Linear",NA,0.9,0.9,0.91,"95% Confidence",NA,"<0.0001","0","decrease","Abstract","10.1371/journal.pntd.0004875","Asia","China",NA,NA,NA,"2006-2014",2016,1,NA,"N-value is number of months in study period","PLOS neglected tropical diseases",4.548,"g",200,-0.0576763229831062,0.0014064512638311,505534.296896331,108,1.97810515753211e-06,-0.060432916806226,-0.0549197291599864,104.1954,35.8617,8.75000000000006,329.4,10.05,367.1,10.85,341.9,11.2500000000001,331.1,10.95,327.2,11.95,323.7,12.35,326.7,10.05,325.5,10.7500000000001,320.9,11.05,320.9,10.7500000000001,363,11.35,328.4,12.15,335.3,11.55,368.4,12.85,371.4,13.15,380.6,1.29999999999994,2.09999999999994,2.50000000000004,2.19999999999994,3.19999999999994,3.59999999999994,1.29999999999994,2.00000000000004,2.29999999999994,2.00000000000004,2.59999999999994,3.39999999999994,2.79999999999994,4.09999999999994,4.39999999999994,37.7,12.5,1.70000000000005,-2.19999999999999,-5.69999999999999,-2.69999999999999,-3.89999999999998,-8.5,-8.5,33.6,-1,5.90000000000003,39,42,51.2,15,0,8,7,13,13,15,15,0,0,2,2,0,1,5,0,0,0,14,15,10,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","-25 < bio12 < 25","No effect"
"R368","142","X550","Temperature","Human disease incidence","Cases","Cases",NA,"Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","GL(M)M","Univariate Poisson regression",98976,NA,"Incidence rate ratio","Linear",NA,1.06,1.05,1.07,"95% Confidence",NA,"<0.0001","0","increase","Abstract","10.1371/journal.pntd.0004875","Asia","China",NA,NA,NA,"2006-2014",2016,1,NA,"N-value - number of counties (1031) * number of months in study period","PLOS neglected tropical diseases",4.548,"g",200,0.0321250893151445,0.0014064512638311,505534.296896331,98976,1.97810515753211e-06,0.0293684954920247,0.0348816831382643,104.1954,35.8617,8.75000000000006,329.4,10.05,367.1,10.85,341.9,11.2500000000001,331.1,10.95,327.2,11.95,323.7,12.35,326.7,10.05,325.5,10.7500000000001,320.9,11.05,320.9,10.7500000000001,363,11.35,328.4,12.15,335.3,11.55,368.4,12.85,371.4,13.15,380.6,1.29999999999994,2.09999999999994,2.50000000000004,2.19999999999994,3.19999999999994,3.59999999999994,1.29999999999994,2.00000000000004,2.29999999999994,2.00000000000004,2.59999999999994,3.39999999999994,2.79999999999994,4.09999999999994,4.39999999999994,37.7,12.5,1.70000000000005,-2.19999999999999,-5.69999999999999,-2.69999999999999,-3.89999999999998,-8.5,-8.5,33.6,-1,5.90000000000003,39,42,51.2,15,0,8,7,13,13,15,15,0,0,2,2,0,1,5,0,0,0,14,15,10,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","-25 < bio12 < 25","No effect"
"R371","143","X554","Precipitation","Host infection","Abundance","Prevalence in host","Driest quarter total","Rabies","Rabies","Virus","Z","Non-vectored","Lyssavirus",NA,"Mammals (multispecies)","1","GL(M)M","Zero-inflated negative binomial model",8464,NA,"Unstandardised coefficient","Linear",NA,0.054,0.029,0.079,"Std. error",0.025,"<0.05","3.4000000000000002E-2","increase","Abstract","https://doi.org/10.1371/journal.pntd.0010464","Africa","South Africa",NA,NA,NA,"1998-2002",2022,1,NA,NA,"PLOS neglected tropical diseases",4.548,"g",106,0.0469579080726234,0.0217470496605074,NA,8464,0.000472934168936573,0.00433369073802894,0.0895821254072178,22.9375,-30.5595,18.2500000000001,254,19.65,254.7,20.65,255.2,20.85,249.5,19.95,254.9,20.95,264.5,21.45,253.1,19.35,257,20.35,264.7,20.55,243.8,19.45,267.2,20.2500000000001,278,20.85,263.7,20.2500000000001,242.5,21.7500000000001,238.8,21.95,240.3,1.3999999999999,2.3999999999999,2.5999999999999,1.6999999999999,2.6999999999999,3.1999999999999,1.0999999999999,2.0999999999999,2.2999999999999,1.1999999999999,2,2.5999999999999,2,3.5,3.6999999999999,0.699999999999989,1.19999999999999,-4.5,0.900000000000006,10.5,-0.900000000000006,3,10.7,-10.2,13.2,24,9.69999999999999,-11.5,-15.2,-13.7,15,0,9,6,9,12,15,15,0,0,3,6,0,0,0,0,0,0,15,15,15,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","-25 < bio12 < 25","No effect"
"R370","143","X553","Temperature","Host infection","Abundance","Prevalence in host","Driest quarter mean","Rabies","Rabies","Virus","Z","Non-vectored","Lyssavirus",NA,"Mammals (multispecies)","1","GL(M)M","Zero-inflated negative binomial model",8464,NA,"Unstandardised coefficient","Linear",NA,0.056,-0.033,0.145,"Std. error",0.089,">0.05","0.53","increase","Abstract","https://doi.org/10.1371/journal.pntd.0010464","Africa","South Africa",NA,NA,NA,"1998-2002",2022,1,NA,NA,"PLOS neglected tropical diseases",4.548,"g",106,0.0136789578239019,0.021741565513461,NA,8464,0.000472695670976118,-0.0289345105824817,0.0562924262302856,22.9375,-30.5595,18.2500000000001,254,19.65,254.7,20.65,255.2,20.85,249.5,19.95,254.9,20.95,264.5,21.45,253.1,19.35,257,20.35,264.7,20.55,243.8,19.45,267.2,20.2500000000001,278,20.85,263.7,20.2500000000001,242.5,21.7500000000001,238.8,21.95,240.3,1.3999999999999,2.3999999999999,2.5999999999999,1.6999999999999,2.6999999999999,3.1999999999999,1.0999999999999,2.0999999999999,2.2999999999999,1.1999999999999,2,2.5999999999999,2,3.5,3.6999999999999,0.699999999999989,1.19999999999999,-4.5,0.900000000000006,10.5,-0.900000000000006,3,10.7,-10.2,13.2,24,9.69999999999999,-11.5,-15.2,-13.7,15,0,9,6,9,12,15,15,0,0,3,6,0,0,0,0,0,0,15,15,15,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","-25 < bio12 < 25","No effect"
"R373","143","X556","Precipitation","Host infection","Abundance","Prevalence in host","Driest quarter total","Rabies","Rabies","Virus","Z","Non-vectored","Lyssavirus",NA,"Mammals (multispecies)","1","GL(M)M","Zero-inflated negative binomial model",8464,NA,"Unstandardised coefficient","Linear",NA,0.064,0.033,0.095,"Std. error",0.031,"<0.05","3.7999999999999999E-2","increase","Abstract","https://doi.org/10.1371/journal.pntd.0010464","Africa","South Africa",NA,NA,NA,"2008-2012",2022,1,NA,NA,"PLOS neglected tropical diseases",4.548,"g",106,0.0448821104636782,0.0217465316123826,NA,8464,0.000472911637168356,0.00225890850340833,0.0875053124239482,22.9375,-30.5595,18.2500000000001,254,19.65,254.7,20.65,255.2,20.85,249.5,19.95,254.9,20.95,264.5,21.45,253.1,19.35,257,20.35,264.7,20.55,243.8,19.45,267.2,20.2500000000001,278,20.85,263.7,20.2500000000001,242.5,21.7500000000001,238.8,21.95,240.3,1.3999999999999,2.3999999999999,2.5999999999999,1.6999999999999,2.6999999999999,3.1999999999999,1.0999999999999,2.0999999999999,2.2999999999999,1.1999999999999,2,2.5999999999999,2,3.5,3.6999999999999,0.699999999999989,1.19999999999999,-4.5,0.900000000000006,10.5,-0.900000000000006,3,10.7,-10.2,13.2,24,9.69999999999999,-11.5,-15.2,-13.7,15,0,9,6,9,12,15,15,0,0,3,6,0,0,0,0,0,0,15,15,15,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","-25 < bio12 < 25","No effect"
"R372","143","X555","Temperature","Host infection","Abundance","Prevalence in host","Driest quarter mean","Rabies","Rabies","Virus","Z","Non-vectored","Lyssavirus",NA,"Mammals (multispecies)","1","GL(M)M","Zero-inflated negative binomial model",8464,NA,"Unstandardised coefficient","Linear",NA,0.291,0.176,0.406,"Std. error",0.115,"<0.05","1.0999999999999999E-2","increase","Abstract","https://doi.org/10.1371/journal.pntd.0010464","Africa","South Africa",NA,NA,NA,"2008-2012",2022,1,NA,NA,"PLOS neglected tropical diseases",4.548,"g",106,0.0550110758821795,0.0217492809736551,NA,8464,0.000473031222870997,0.0123824851738155,0.0976396665905436,22.9375,-30.5595,18.2500000000001,254,19.65,254.7,20.65,255.2,20.85,249.5,19.95,254.9,20.95,264.5,21.45,253.1,19.35,257,20.35,264.7,20.55,243.8,19.45,267.2,20.2500000000001,278,20.85,263.7,20.2500000000001,242.5,21.7500000000001,238.8,21.95,240.3,1.3999999999999,2.3999999999999,2.5999999999999,1.6999999999999,2.6999999999999,3.1999999999999,1.0999999999999,2.0999999999999,2.2999999999999,1.1999999999999,2,2.5999999999999,2,3.5,3.6999999999999,0.699999999999989,1.19999999999999,-4.5,0.900000000000006,10.5,-0.900000000000006,3,10.7,-10.2,13.2,24,9.69999999999999,-11.5,-15.2,-13.7,15,0,9,6,9,12,15,15,0,0,3,6,0,0,0,0,0,0,15,15,15,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","-25 < bio12 < 25","No effect"
"R391","147","X574","Humidity","Human disease incidence","Incidence","Incidence","Monthly mean relative","Hantaviral diseases","Haemorrhagic fever with renal syndrome","Virus","Z","Non-vectored","Hantavirus",NA,"Rodents","10","Causal","Univariate panel data analysis",111,NA,"Percent change","Linear",NA,-0.2016,-0.2047,-0.1985,"95% Confidence",NA,"<0.001",NA,"decrease","Discussion","10.1371/journal.pntd.0000789","Asia","China","Shandong province","36.066898000000002",120.382698,"1973-2005",2010,1,NA,"Lag periods and multivariate adjusted values are obtainable, long, lats refer to Qingdao location","PLOS neglected tropical diseases",4.548,"g",200,-0.00396796337986363,0.189831788556895,27.7499446243974,111,0.0360361079467096,-0.3760314320722,0.368095505312473,120.382698,36.066898,13.05,731.2,15.15,739.4,14.95,712.6,15.45,732.2,15.15,771.7,15.55,787.5,16.35,761.3,14.55,798,14.2500000000001,795.1,15.15,848.4,14.85,927.9,15.15,842.3,15.7500000000001,870.2,15.65,811.2,16.35,796.1,17.05,858.9,2.1,1.9,2.4,2.1,2.5,3.3,1.5,1.2000000000001,2.1,1.8,2.1,2.7000000000001,2.6,3.3,4,8.19999999999993,-18.6,1,40.5,56.3,30.0999999999999,66.8,63.9,117.2,196.7,111.1,139,80,64.9,127.7,15,0,14,1,11,13,15,15,0,0,2,4,5,10,12,0,0,0,5,10,3,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","bio12 > 50","bio12 > 25","No effect"
"R389","147","X572","Temperature","Human disease incidence","Incidence","Incidence","Monthly mean","Hantaviral diseases","Haemorrhagic fever with renal syndrome","Virus","Z","Non-vectored","Hantavirus",NA,"Rodents","10","Causal","Univariate panel data analysis",111,NA,"Percent change","Linear",NA,-0.1096,-0.113,-0.1063,"95% Confidence",NA,"<0.001",NA,"decrease","Discussion","10.1371/journal.pntd.0000789","Asia","China","Shandong province","36.066898000000002",120.382698,"1973-2005",2010,1,NA,"Lag periods and multivariate adjusted values are obtainable, long, lats refer to Qingdao location","PLOS neglected tropical diseases",4.548,"g",200,-0.0021571833525787,0.189831655130591,27.749983633422,111,0.0360360572896196,-0.374220390534165,0.369906023829007,120.382698,36.066898,13.05,731.2,15.15,739.4,14.95,712.6,15.45,732.2,15.15,771.7,15.55,787.5,16.35,761.3,14.55,798,14.2500000000001,795.1,15.15,848.4,14.85,927.9,15.15,842.3,15.7500000000001,870.2,15.65,811.2,16.35,796.1,17.05,858.9,2.1,1.9,2.4,2.1,2.5,3.3,1.5,1.2000000000001,2.1,1.8,2.1,2.7000000000001,2.6,3.3,4,8.19999999999993,-18.6,1,40.5,56.3,30.0999999999999,66.8,63.9,117.2,196.7,111.1,139,80,64.9,127.7,15,0,14,1,11,13,15,15,0,0,2,4,5,10,12,0,0,0,5,10,3,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","bio12 > 50","bio12 > 25","No effect"
"R390","147","X573","Precipitation","Human disease incidence","Incidence","Incidence","Monthly total","Hantaviral diseases","Haemorrhagic fever with renal syndrome","Virus","Z","Non-vectored","Hantavirus",NA,"Rodents","10","Causal","Univariate panel data analysis",111,NA,"Percent change","Linear",NA,-0.0331,-0.0337,-0.0325,"95% Confidence",NA,"<0.001",NA,"decrease","Discussion","10.1371/journal.pntd.0000789","Asia","China","Shandong province","36.066898000000002",120.382698,"1973-2005",2010,1,NA,"Lag periods and multivariate adjusted values are obtainable, long, lats refer to Qingdao location","PLOS neglected tropical diseases",4.548,"g",200,-0.000651484762744024,0.18983160425635,27.7499985072313,111,0.0360360379745395,-0.37271459223265,0.371411622707162,120.382698,36.066898,13.05,731.2,15.15,739.4,14.95,712.6,15.45,732.2,15.15,771.7,15.55,787.5,16.35,761.3,14.55,798,14.2500000000001,795.1,15.15,848.4,14.85,927.9,15.15,842.3,15.7500000000001,870.2,15.65,811.2,16.35,796.1,17.05,858.9,2.1,1.9,2.4,2.1,2.5,3.3,1.5,1.2000000000001,2.1,1.8,2.1,2.7000000000001,2.6,3.3,4,8.19999999999993,-18.6,1,40.5,56.3,30.0999999999999,66.8,63.9,117.2,196.7,111.1,139,80,64.9,127.7,15,0,14,1,11,13,15,15,0,0,2,4,5,10,12,0,0,0,5,10,3,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","bio12 > 50","bio12 > 25","No effect"
"R409","158","X598","Precipitation","Human disease incidence","Incidence","Cases","Monthly total","Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","GL(M)M","Generalised linear model",23040,NA,"Odds ratio","Linear",0.25,1.02,1.01,1.02,"95% Confidence",NA,"<0.0001",NA,"increase","Discussion","https://doi.org/10.1371/journal.pntd.0008233","Asia","Thailand","Chiangrai province","19.827164",99.873449,"2003-2018",2020,1,NA,"N-value is number of sub-districts * number of months in study","PLOS neglected tropical diseases",4.548,"g",46,0.0109174052030882,0.00138565782908489,NA,23040,1.92004761930424e-06,0.00820151585808185,0.0136332945480946,99.873449,19.827164,24.95,1722,26.35,1721.1,26.85,1636.7,27.15,1674.1,26.2500000000001,1774.1,26.95,1765.9,27.45,1821.3,25.85,1768.2,25.95,1734.9,26.35,1778,26.35,1861.6,26.7500000000001,1703.5,27.35,1792.7,27.2500000000001,1860.5,28.45,1782.7,28.7500000000001,1804.1,1.4,1.9,2.2,1.3000000000001,2,2.5,0.900000000000002,1,1.4,1.4,1.8000000000001,2.4,2.3000000000001,3.5,3.8000000000001,-0.900000000000091,-85.3,-47.9000000000001,52.0999999999999,43.9000000000001,99.3,46.2,12.9000000000001,56,139.6,-18.5,70.7,138.5,60.7,82.0999999999999,15,0,11,4,6,9,13,15,0,2,6,9,2,8,10,0,1,2,6,13,3,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","bio12 > 50","bio12 > 25","No effect"
"R408","158","X597","Temperature","Human disease incidence","Incidence","Cases","Monthly mean","Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","GL(M)M","Generalised linear model",23040,NA,"Odds ratio","Linear",0.25,1.87,1.44,2.42,"95% Confidence",NA,"<0.0001",NA,"increase","Discussion","https://doi.org/10.1371/journal.pntd.0008233","Asia","Thailand","Chiangrai province","19.827164",99.873449,"2003-2018",2020,1,NA,"N-value is number of sub-districts * number of months in study","PLOS neglected tropical diseases",4.548,"g",46,0.34508670893751,0.0730112852492333,NA,23040,0.00533064777374492,0.201984589849012,0.488188828026007,99.873449,19.827164,24.95,1722,26.35,1721.1,26.85,1636.7,27.15,1674.1,26.2500000000001,1774.1,26.95,1765.9,27.45,1821.3,25.85,1768.2,25.95,1734.9,26.35,1778,26.35,1861.6,26.7500000000001,1703.5,27.35,1792.7,27.2500000000001,1860.5,28.45,1782.7,28.7500000000001,1804.1,1.4,1.9,2.2,1.3000000000001,2,2.5,0.900000000000002,1,1.4,1.4,1.8000000000001,2.4,2.3000000000001,3.5,3.8000000000001,-0.900000000000091,-85.3,-47.9000000000001,52.0999999999999,43.9000000000001,99.3,46.2,12.9000000000001,56,139.6,-18.5,70.7,138.5,60.7,82.0999999999999,15,0,11,4,6,9,13,15,0,2,6,9,2,8,10,0,1,2,6,13,3,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","bio12 > 50","bio12 > 25","Positive effect (g > 0.2)"
"R444","173","X656","Temperature","Human disease incidence","Cases","Hospitalisation rates","Annual mean","Echinococcoses","Cystic echinococcosis","Parasite","Z","Non-vectored","Echinocococcus",NA,"Livestock","1","GL(M)M","Negative binomial regression",180,NA,"Hospitilisation rate ratio","Linear",NA,0.7,0.6,0.82,"95% Confidence",NA,"<0.05",NA,"decrease","Abstract","https://doi.org/10.1371/journal.pntd.0005911","South America","Chile",NA,NA,NA,"2001-2012",2017,1,NA,"N-value is the number of regions studied*number of years of climatic factors considered","PLOS neglected tropical diseases",4.548,"g",200,NA,NA,NA,NA,NA,NA,NA,-71.543,-35.675,14.15,1581.9,14.85,1521.7,15.65,1253.5,15.7500000000001,1340.3,15.2500000000001,1500.1,16.05,1391.8,16.2500000000001,1466.5,14.85,1620.1,15.7500000000001,1416,15.7500000000001,1369.5,14.95,1475.8,15.7500000000001,1436.5,16.15,1263.7,16.05,1333.9,17.05,1421.4,17.35,1380.2,0.699999999999999,1.5,1.6000000000001,1.1000000000001,1.9,2.1000000000001,0.699999999999999,1.6000000000001,1.6000000000001,0.799999999999999,1.6000000000001,2,1.9,2.9,3.2,-60.2,-328.4,-241.6,-81.8000000000002,-190.1,-115.4,38.1999999999998,-165.9,-212.4,-106.1,-145.4,-318.2,-248,-160.5,-201.7,15,0,1,14,3,10,12,15,0,3,5,12,0,0,1,12,14,14,1,3,0,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","bio12 < -100","bio12 < -50","bio12 < -25",NA
